commune_id,commune,province,region,latitude,longitude,temp_mean,precip_annual
183,Ameur,Salé,Rabat-Salé-Kénitra,34.092255,-6.665704,18.25801282051282,450.4969230769231
184,Ameur Chamalia,Sidi Slimane,Rabat-Salé-Kénitra,34.374793,-6.204133,18.906410256410258,460.3592307692308
185,Ameur Seflia,Kénitra,Rabat-Salé-Kénitra,34.275716,-6.350384,18.541346153846153,508.4623076923077
186,Amgala,Es-Semara,Laâyoune-Sakia El Hamra,26.35451,-11.698286,21.76115384615385,59.52153846153846
187,Amghras,Al Haouz,Marrakech-Safi,31.215429,-8.172545,15.452371794871796,483.95
188,Amizmiz,Al Haouz,Marrakech-Safi,31.220478,-8.251466,14.777179487179486,492.20307692307694
189,Ammelne,Chtouka-Aït Baha,Souss-Massa,29.732095,-8.96756,17.619423076923077,225.8630769230769
190,Amouguer,Midelt,Drâa-Tafilalet,32.26753,-4.91284,15.112115384615382,398.5807692307692
191,Amskroud,Inezgane-Aït Melloul,Souss-Massa,30.486031,-9.381609,20.568397435897435,311.54846153846154
192,Amtar,Chefchaouen,Tanger-Tétouan-Al Hoceïma,35.18488,-4.766257,16.22852564102564,627.6207692307692
193,Amtdi,Assa-Zag,Guelmim-Oued Noun,29.202795,-9.198894,20.506217948717946,110.54846153846155
194,Anemzi,Khénifra,Béni Mellal-Khénifra,32.284742,-5.384223,8.896602564102565,583.0153846153846
195,Anergui,Béni Mellal,Béni Mellal-Khénifra,32.072165,-5.928429,8.11897435897436,606.7453846153846
196,Anezi,Tiznit,Souss-Massa,29.676661,-9.359851,19.332307692307694,301.8007692307692
197,Anfeg,Tiznit,Souss-Massa,29.419951,-9.250318,17.029358974358974,198.356923076923
198,Anjra,Fahs-Anjra,Tanger-Tétouan-Al Hoceïma,35.690961,-5.538052,17.169615384615383,627.6938461538462
199,Anougal,Al Haouz,Marrakech-Safi,31.119495,-8.278811,12.342115384615385,510.75076923076927
200,Anzou,El Kelâa des Sraghna,Marrakech-Safi,31.675953,-7.234898,16.03397435897436,586.9115384615385
201,Aoufous,Errachidia,Drâa-Tafilalet,31.730461,-4.132452,20.391410256410257,82.67461538461538
202,Aouguenz,Chtouka-Aït Baha,Souss-Massa,29.825989,-9.162928,17.572628205128204,289.4646153846154
